time,status,f0_,today,yesterday,same_day_last_week,avg_last_week,avg_last_month
04h,approved,2.0,0,0,0,0.14,0.21
04h,approved,2.0,0,0,1,0.42,0.21
04h,approved,2.0,0,0,0,0.14,0.21
04h,approved,1.0,0,0,1,0.42,0.21
04h,approved,1.0,0,0,0,0.14,0.21
04h,approved,2.0,0,0,1,0.42,0.21
04h,approved,2.0,0,0,0,0.14,0.21
04h,approved,1.0,0,0,1,0.42,0.21
04h,approved,1.0,0,0,0,0.14,0.21
04h,approved,1.0,0,0,1,0.42,0.21
04h,approved,1.0,0,0,0,0.14,0.21
04h,approved,1.0,0,0,1,0.42,0.21
04h,approved,1.0,0,0,0,0.14,0.21
04h,approved,1.0,0,0,1,0.42,0.21
04h,approved,1.0,0,0,0,0.14,0.21
04h,approved,2.0,0,0,1,0.42,0.21
04h,approved,2.0,0,0,0,0.14,0.21
04h,approved,1.0,0,0,1,0.42,0.21
04h,approved,1.0,0,0,0,0.14,0.21
04h,approved,1.0,0,0,1,0.42,0.21
04h,approved,1.0,0,0,0,0.14,0.21
04h,denied,1.0,0,0,1,0.42,0.21
04h,denied,1.0,0,0,0,0.14,0.21
04h,approved,2.0,0,0,1,0.42,0.21
04h,approved,2.0,0,0,0,0.14,0.21
04h,denied,2.0,0,0,1,0.42,0.21
04h,denied,2.0,0,0,0,0.14,0.21
04h,approved,1.0,0,0,1,0.42,0.21
04h,approved,1.0,0,0,0,0.14,0.21
04h,approved,2.0,0,0,1,0.42,0.21
04h,approved,2.0,0,0,0,0.14,0.21
05h,approved,2.0,1,1,2,1.28,0.75
05h,approved,2.0,2,1,1,0.71,0.71
05h,approved,1.0,1,1,2,1.28,0.75
05h,approved,1.0,2,1,1,0.71,0.71
05h,approved,3.0,1,1,2,1.28,0.75
05h,approved,3.0,2,1,1,0.71,0.71
05h,approved,1.0,1,1,2,1.28,0.75
05h,approved,1.0,2,1,1,0.71,0.71
05h,approved,1.0,1,1,2,1.28,0.75
05h,approved,1.0,2,1,1,0.71,0.71
05h,approved,1.0,1,1,2,1.28,0.75
05h,approved,1.0,2,1,1,0.71,0.71
05h,approved,2.0,1,1,2,1.28,0.75
05h,approved,2.0,2,1,1,0.71,0.71
05h,approved,1.0,1,1,2,1.28,0.75
05h,approved,1.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,1.0,1,1,2,1.28,0.75
05h,approved,1.0,2,1,1,0.71,0.71
05h,approved,3.0,1,1,2,1.28,0.75
05h,approved,3.0,2,1,1,0.71,0.71
05h,approved,2.0,1,1,2,1.28,0.75
05h,approved,2.0,2,1,1,0.71,0.71
05h,approved,3.0,1,1,2,1.28,0.75
05h,approved,3.0,2,1,1,0.71,0.71
05h,approved,2.0,1,1,2,1.28,0.75
05h,approved,2.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,1.0,1,1,2,1.28,0.75
05h,approved,1.0,2,1,1,0.71,0.71
05h,denied,2.0,1,1,2,1.28,0.75
05h,denied,2.0,2,1,1,0.71,0.71
05h,approved,2.0,1,1,2,1.28,0.75
05h,approved,2.0,2,1,1,0.71,0.71
05h,approved,3.0,1,1,2,1.28,0.75
05h,approved,3.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,2.0,1,1,2,1.28,0.75
05h,approved,2.0,2,1,1,0.71,0.71
05h,denied,2.0,1,1,2,1.28,0.75
05h,denied,2.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,1.0,1,1,2,1.28,0.75
05h,approved,1.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,3.0,1,1,2,1.28,0.75
05h,approved,3.0,2,1,1,0.71,0.71
05h,denied,2.0,1,1,2,1.28,0.75
05h,denied,2.0,2,1,1,0.71,0.71
05h,approved,2.0,1,1,2,1.28,0.75
05h,approved,2.0,2,1,1,0.71,0.71
05h,approved,1.0,1,1,2,1.28,0.75
05h,approved,1.0,2,1,1,0.71,0.71
05h,approved,3.0,1,1,2,1.28,0.75
05h,approved,3.0,2,1,1,0.71,0.71
05h,approved,4.0,1,1,2,1.28,0.75
05h,approved,4.0,2,1,1,0.71,0.71
05h,approved,4.0,1,1,2,1.28,0.75
05h,approved,4.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,3.0,1,1,2,1.28,0.75
05h,approved,3.0,2,1,1,0.71,0.71
05h,denied,3.0,1,1,2,1.28,0.75
05h,denied,3.0,2,1,1,0.71,0.71
05h,approved,6.0,1,1,2,1.28,0.75
05h,approved,6.0,2,1,1,0.71,0.71
05h,approved,4.0,1,1,2,1.28,0.75
05h,approved,4.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,denied,3.0,1,1,2,1.28,0.75
05h,denied,3.0,2,1,1,0.71,0.71
05h,approved,7.0,1,1,2,1.28,0.75
05h,approved,7.0,2,1,1,0.71,0.71
05h,approved,4.0,1,1,2,1.28,0.75
05h,approved,4.0,2,1,1,0.71,0.71
05h,approved,4.0,1,1,2,1.28,0.75
05h,approved,4.0,2,1,1,0.71,0.71
05h,approved,5.0,1,1,2,1.28,0.75
05h,approved,5.0,2,1,1,0.71,0.71
05h,approved,3.0,1,1,2,1.28,0.75
05h,approved,3.0,2,1,1,0.71,0.71
05h,denied,3.0,1,1,2,1.28,0.75
05h,denied,3.0,2,1,1,0.71,0.71
05h,approved,4.0,1,1,2,1.28,0.75
05h,approved,4.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,5.0,1,1,2,1.28,0.75
05h,approved,5.0,2,1,1,0.71,0.71
05h,approved,6.0,1,1,2,1.28,0.75
05h,approved,6.0,2,1,1,0.71,0.71
05h,approved,8.0,1,1,2,1.28,0.75
05h,approved,8.0,2,1,1,0.71,0.71
05h,approved,7.0,1,1,2,1.28,0.75
05h,approved,7.0,2,1,1,0.71,0.71
05h,approved,6.0,1,1,2,1.28,0.75
05h,approved,6.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,7.0,1,1,2,1.28,0.75
05h,approved,7.0,2,1,1,0.71,0.71
05h,approved,8.0,1,1,2,1.28,0.75
05h,approved,8.0,2,1,1,0.71,0.71
05h,denied,2.0,1,1,2,1.28,0.75
05h,denied,2.0,2,1,1,0.71,0.71
05h,approved,7.0,1,1,2,1.28,0.75
05h,approved,7.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,5.0,1,1,2,1.28,0.75
05h,approved,5.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,8.0,1,1,2,1.28,0.75
05h,approved,8.0,2,1,1,0.71,0.71
05h,approved,7.0,1,1,2,1.28,0.75
05h,approved,7.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,denied,4.0,1,1,2,1.28,0.75
05h,denied,4.0,2,1,1,0.71,0.71
05h,approved,8.0,1,1,2,1.28,0.75
05h,approved,8.0,2,1,1,0.71,0.71
05h,approved,12.0,1,1,2,1.28,0.75
05h,approved,12.0,2,1,1,0.71,0.71
05h,approved,14.0,1,1,2,1.28,0.75
05h,approved,14.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,10.0,1,1,2,1.28,0.75
05h,approved,10.0,2,1,1,0.71,0.71
05h,approved,10.0,1,1,2,1.28,0.75
05h,approved,10.0,2,1,1,0.71,0.71
05h,approved,6.0,1,1,2,1.28,0.75
05h,approved,6.0,2,1,1,0.71,0.71
05h,approved,9.0,1,1,2,1.28,0.75
05h,approved,9.0,2,1,1,0.71,0.71
05h,approved,10.0,1,1,2,1.28,0.75
05h,approved,10.0,2,1,1,0.71,0.71
05h,approved,8.0,1,1,2,1.28,0.75
05h,approved,8.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,11.0,1,1,2,1.28,0.75
05h,approved,11.0,2,1,1,0.71,0.71
05h,denied,2.0,1,1,2,1.28,0.75
05h,denied,2.0,2,1,1,0.71,0.71
05h,denied,1.0,1,1,2,1.28,0.75
05h,denied,1.0,2,1,1,0.71,0.71
05h,approved,10.0,1,1,2,1.28,0.75
05h,approved,10.0,2,1,1,0.71,0.71
05h,denied,2.0,1,1,2,1.28,0.75
05h,denied,2.0,2,1,1,0.71,0.71
05h,refunded,1.0,1,1,2,1.28,0.75
05h,refunded,1.0,2,1,1,0.71,0.71
05h,approved,14.0,1,1,2,1.28,0.75
05h,approved,14.0,2,1,1,0.71,0.71
06h,approved,5.0,1,1,5,2.85,2.28
06h,approved,5.0,3,1,2,1.42,2.1
06h,denied,1.0,1,1,5,2.85,2.28
06h,denied,1.0,3,1,2,1.42,2.1
06h,approved,13.0,1,1,5,2.85,2.28
06h,approved,13.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,15.0,1,1,5,2.85,2.28
06h,approved,15.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,17.0,1,1,5,2.85,2.28
06h,approved,17.0,3,1,2,1.42,2.1
06h,denied,1.0,1,1,5,2.85,2.28
06h,denied,1.0,3,1,2,1.42,2.1
06h,approved,12.0,1,1,5,2.85,2.28
06h,approved,12.0,3,1,2,1.42,2.1
06h,denied,2.0,1,1,5,2.85,2.28
06h,denied,2.0,3,1,2,1.42,2.1
06h,approved,13.0,1,1,5,2.85,2.28
06h,approved,13.0,3,1,2,1.42,2.1
06h,approved,17.0,1,1,5,2.85,2.28
06h,approved,17.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,approved,17.0,1,1,5,2.85,2.28
06h,approved,17.0,3,1,2,1.42,2.1
06h,approved,20.0,1,1,5,2.85,2.28
06h,approved,20.0,3,1,2,1.42,2.1
06h,denied,1.0,1,1,5,2.85,2.28
06h,denied,1.0,3,1,2,1.42,2.1
06h,approved,21.0,1,1,5,2.85,2.28
06h,approved,21.0,3,1,2,1.42,2.1
06h,denied,2.0,1,1,5,2.85,2.28
06h,denied,2.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,approved,23.0,1,1,5,2.85,2.28
06h,approved,23.0,3,1,2,1.42,2.1
06h,approved,24.0,1,1,5,2.85,2.28
06h,approved,24.0,3,1,2,1.42,2.1
06h,denied,2.0,1,1,5,2.85,2.28
06h,denied,2.0,3,1,2,1.42,2.1
06h,denied,1.0,1,1,5,2.85,2.28
06h,denied,1.0,3,1,2,1.42,2.1
06h,approved,20.0,1,1,5,2.85,2.28
06h,approved,20.0,3,1,2,1.42,2.1
06h,approved,20.0,1,1,5,2.85,2.28
06h,approved,20.0,3,1,2,1.42,2.1
06h,denied,1.0,1,1,5,2.85,2.28
06h,denied,1.0,3,1,2,1.42,2.1
06h,approved,19.0,1,1,5,2.85,2.28
06h,approved,19.0,3,1,2,1.42,2.1
06h,denied,2.0,1,1,5,2.85,2.28
06h,denied,2.0,3,1,2,1.42,2.1
06h,approved,22.0,1,1,5,2.85,2.28
06h,approved,22.0,3,1,2,1.42,2.1
06h,approved,20.0,1,1,5,2.85,2.28
06h,approved,20.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,denied,2.0,1,1,5,2.85,2.28
06h,denied,2.0,3,1,2,1.42,2.1
06h,backend_reversed,1.0,1,1,5,2.85,2.28
06h,backend_reversed,1.0,3,1,2,1.42,2.1
06h,approved,21.0,1,1,5,2.85,2.28
06h,approved,21.0,3,1,2,1.42,2.1
06h,denied,1.0,1,1,5,2.85,2.28
06h,denied,1.0,3,1,2,1.42,2.1
06h,approved,31.0,1,1,5,2.85,2.28
06h,approved,31.0,3,1,2,1.42,2.1
06h,approved,19.0,1,1,5,2.85,2.28
06h,approved,19.0,3,1,2,1.42,2.1
06h,denied,2.0,1,1,5,2.85,2.28
06h,denied,2.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,approved,31.0,1,1,5,2.85,2.28
06h,approved,31.0,3,1,2,1.42,2.1
06h,denied,4.0,1,1,5,2.85,2.28
06h,denied,4.0,3,1,2,1.42,2.1
06h,refunded,1.0,1,1,5,2.85,2.28
06h,refunded,1.0,3,1,2,1.42,2.1
06h,approved,34.0,1,1,5,2.85,2.28
06h,approved,34.0,3,1,2,1.42,2.1
06h,denied,4.0,1,1,5,2.85,2.28
06h,denied,4.0,3,1,2,1.42,2.1
06h,approved,20.0,1,1,5,2.85,2.28
06h,approved,20.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,34.0,1,1,5,2.85,2.28
06h,approved,34.0,3,1,2,1.42,2.1
06h,backend_reversed,1.0,1,1,5,2.85,2.28
06h,backend_reversed,1.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,denied,2.0,1,1,5,2.85,2.28
06h,denied,2.0,3,1,2,1.42,2.1
06h,approved,30.0,1,1,5,2.85,2.28
06h,approved,30.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,22.0,1,1,5,2.85,2.28
06h,approved,22.0,3,1,2,1.42,2.1
06h,denied,2.0,1,1,5,2.85,2.28
06h,denied,2.0,3,1,2,1.42,2.1
06h,approved,24.0,1,1,5,2.85,2.28
06h,approved,24.0,3,1,2,1.42,2.1
06h,approved,15.0,1,1,5,2.85,2.28
06h,approved,15.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,backend_reversed,1.0,1,1,5,2.85,2.28
06h,backend_reversed,1.0,3,1,2,1.42,2.1
06h,approved,18.0,1,1,5,2.85,2.28
06h,approved,18.0,3,1,2,1.42,2.1
06h,denied,1.0,1,1,5,2.85,2.28
06h,denied,1.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,33.0,1,1,5,2.85,2.28
06h,approved,33.0,3,1,2,1.42,2.1
06h,approved,22.0,1,1,5,2.85,2.28
06h,approved,22.0,3,1,2,1.42,2.1
06h,denied,2.0,1,1,5,2.85,2.28
06h,denied,2.0,3,1,2,1.42,2.1
06h,denied,8.0,1,1,5,2.85,2.28
06h,denied,8.0,3,1,2,1.42,2.1
06h,approved,38.0,1,1,5,2.85,2.28
06h,approved,38.0,3,1,2,1.42,2.1
06h,denied,5.0,1,1,5,2.85,2.28
06h,denied,5.0,3,1,2,1.42,2.1
06h,approved,28.0,1,1,5,2.85,2.28
06h,approved,28.0,3,1,2,1.42,2.1
06h,denied,5.0,1,1,5,2.85,2.28
06h,denied,5.0,3,1,2,1.42,2.1
06h,approved,34.0,1,1,5,2.85,2.28
06h,approved,34.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,approved,32.0,1,1,5,2.85,2.28
06h,approved,32.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,21.0,1,1,5,2.85,2.28
06h,approved,21.0,3,1,2,1.42,2.1
06h,denied,4.0,1,1,5,2.85,2.28
06h,denied,4.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,approved,32.0,1,1,5,2.85,2.28
06h,approved,32.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,denied,5.0,1,1,5,2.85,2.28
06h,denied,5.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,35.0,1,1,5,2.85,2.28
06h,approved,35.0,3,1,2,1.42,2.1
06h,approved,31.0,1,1,5,2.85,2.28
06h,approved,31.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,backend_reversed,1.0,1,1,5,2.85,2.28
06h,backend_reversed,1.0,3,1,2,1.42,2.1
06h,denied,5.0,1,1,5,2.85,2.28
06h,denied,5.0,3,1,2,1.42,2.1
06h,approved,42.0,1,1,5,2.85,2.28
06h,approved,42.0,3,1,2,1.42,2.1
06h,denied,1.0,1,1,5,2.85,2.28
06h,denied,1.0,3,1,2,1.42,2.1
06h,approved,39.0,1,1,5,2.85,2.28
06h,approved,39.0,3,1,2,1.42,2.1
06h,denied,4.0,1,1,5,2.85,2.28
06h,denied,4.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,40.0,1,1,5,2.85,2.28
06h,approved,40.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,52.0,1,1,5,2.85,2.28
06h,approved,52.0,3,1,2,1.42,2.1
06h,denied,7.0,1,1,5,2.85,2.28
06h,denied,7.0,3,1,2,1.42,2.1
06h,approved,41.0,1,1,5,2.85,2.28
06h,approved,41.0,3,1,2,1.42,2.1
06h,backend_reversed,1.0,1,1,5,2.85,2.28
06h,backend_reversed,1.0,3,1,2,1.42,2.1
06h,approved,40.0,1,1,5,2.85,2.28
06h,approved,40.0,3,1,2,1.42,2.1
06h,denied,6.0,1,1,5,2.85,2.28
06h,denied,6.0,3,1,2,1.42,2.1
06h,approved,53.0,1,1,5,2.85,2.28
06h,approved,53.0,3,1,2,1.42,2.1
06h,denied,7.0,1,1,5,2.85,2.28
06h,denied,7.0,3,1,2,1.42,2.1
06h,denied,2.0,1,1,5,2.85,2.28
06h,denied,2.0,3,1,2,1.42,2.1
06h,approved,42.0,1,1,5,2.85,2.28
06h,approved,42.0,3,1,2,1.42,2.1
06h,approved,53.0,1,1,5,2.85,2.28
06h,approved,53.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,denied,7.0,1,1,5,2.85,2.28
06h,denied,7.0,3,1,2,1.42,2.1
06h,approved,33.0,1,1,5,2.85,2.28
06h,approved,33.0,3,1,2,1.42,2.1
06h,denied,5.0,1,1,5,2.85,2.28
06h,denied,5.0,3,1,2,1.42,2.1
06h,denied,7.0,1,1,5,2.85,2.28
06h,denied,7.0,3,1,2,1.42,2.1
06h,approved,39.0,1,1,5,2.85,2.28
06h,approved,39.0,3,1,2,1.42,2.1
06h,approved,43.0,1,1,5,2.85,2.28
06h,approved,43.0,3,1,2,1.42,2.1
06h,denied,4.0,1,1,5,2.85,2.28
06h,denied,4.0,3,1,2,1.42,2.1
06h,approved,53.0,1,1,5,2.85,2.28
06h,approved,53.0,3,1,2,1.42,2.1
06h,denied,7.0,1,1,5,2.85,2.28
06h,denied,7.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,refunded,3.0,1,1,5,2.85,2.28
06h,refunded,3.0,3,1,2,1.42,2.1
06h,approved,45.0,1,1,5,2.85,2.28
06h,approved,45.0,3,1,2,1.42,2.1
06h,denied,7.0,1,1,5,2.85,2.28
06h,denied,7.0,3,1,2,1.42,2.1
06h,approved,48.0,1,1,5,2.85,2.28
06h,approved,48.0,3,1,2,1.42,2.1
06h,refunded,1.0,1,1,5,2.85,2.28
06h,refunded,1.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,48.0,1,1,5,2.85,2.28
06h,approved,48.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,49.0,1,1,5,2.85,2.28
06h,approved,49.0,3,1,2,1.42,2.1
06h,approved,42.0,1,1,5,2.85,2.28
06h,approved,42.0,3,1,2,1.42,2.1
06h,denied,5.0,1,1,5,2.85,2.28
06h,denied,5.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,backend_reversed,1.0,1,1,5,2.85,2.28
06h,backend_reversed,1.0,3,1,2,1.42,2.1
06h,approved,59.0,1,1,5,2.85,2.28
06h,approved,59.0,3,1,2,1.42,2.1
06h,denied,3.0,1,1,5,2.85,2.28
06h,denied,3.0,3,1,2,1.42,2.1
06h,approved,51.0,1,1,5,2.85,2.28
06h,approved,51.0,3,1,2,1.42,2.1
06h,denied,5.0,1,1,5,2.85,2.28
06h,denied,5.0,3,1,2,1.42,2.1
06h,reversed,1.0,1,1,5,2.85,2.28
06h,reversed,1.0,3,1,2,1.42,2.1
06h,backend_reversed,1.0,1,1,5,2.85,2.28
06h,backend_reversed,1.0,3,1,2,1.42,2.1
06h,refunded,1.0,1,1,5,2.85,2.28
06h,refunded,1.0,3,1,2,1.42,2.1
06h,backend_reversed,1.0,1,1,5,2.85,2.28
06h,backend_reversed,1.0,3,1,2,1.42,2.1
06h,approved,59.0,1,1,5,2.85,2.28
06h,approved,59.0,3,1,2,1.42,2.1
06h,denied,2.0,1,1,5,2.85,2.28
06h,denied,2.0,3,1,2,1.42,2.1
07h,approved,70.0,2,3,9,5.57,5.21
07h,approved,70.0,10,2,9,3.0,5.03
07h,denied,9.0,2,3,9,5.57,5.21
07h,denied,9.0,10,2,9,3.0,5.03
07h,refunded,1.0,2,3,9,5.57,5.21
07h,refunded,1.0,10,2,9,3.0,5.03
07h,denied,5.0,2,3,9,5.57,5.21
07h,denied,5.0,10,2,9,3.0,5.03
07h,approved,44.0,2,3,9,5.57,5.21
07h,approved,44.0,10,2,9,3.0,5.03
07h,reversed,1.0,2,3,9,5.57,5.21
07h,reversed,1.0,10,2,9,3.0,5.03
07h,approved,70.0,2,3,9,5.57,5.21
07h,approved,70.0,10,2,9,3.0,5.03
07h,denied,6.0,2,3,9,5.57,5.21
07h,denied,6.0,10,2,9,3.0,5.03
07h,approved,73.0,2,3,9,5.57,5.21
07h,approved,73.0,10,2,9,3.0,5.03
07h,denied,6.0,2,3,9,5.57,5.21
07h,denied,6.0,10,2,9,3.0,5.03
07h,reversed,1.0,2,3,9,5.57,5.21
07h,reversed,1.0,10,2,9,3.0,5.03
07h,denied,8.0,2,3,9,5.57,5.21
07h,denied,8.0,10,2,9,3.0,5.03
07h,approved,59.0,2,3,9,5.57,5.21
07h,approved,59.0,10,2,9,3.0,5.03
07h,approved,74.0,2,3,9,5.57,5.21
07h,approved,74.0,10,2,9,3.0,5.03
07h,denied,8.0,2,3,9,5.57,5.21
07h,denied,8.0,10,2,9,3.0,5.03
07h,reversed,1.0,2,3,9,5.57,5.21
07h,reversed,1.0,10,2,9,3.0,5.03
07h,reversed,1.0,2,3,9,5.57,5.21
07h,reversed,1.0,10,2,9,3.0,5.03
07h,denied,10.0,2,3,9,5.57,5.21
07h,denied,10.0,10,2,9,3.0,5.03
07h,approved,63.0,2,3,9,5.57,5.21
07h,approved,63.0,10,2,9,3.0,5.03
07h,refunded,1.0,2,3,9,5.57,5.21
07h,refunded,1.0,10,2,9,3.0,5.03
07h,refunded,1.0,2,3,9,5.57,5.21
07h,refunded,1.0,10,2,9,3.0,5.03
07h,approved,63.0,2,3,9,5.57,5.21
07h,approved,63.0,10,2,9,3.0,5.03
07h,denied,2.0,2,3,9,5.57,5.21
07h,denied,2.0,10,2,9,3.0,5.03
07h,approved,75.0,2,3,9,5.57,5.21
07h,approved,75.0,10,2,9,3.0,5.03
07h,denied,6.0,2,3,9,5.57,5.21
07h,denied,6.0,10,2,9,3.0,5.03
07h,approved,65.0,2,3,9,5.57,5.21
07h,approved,65.0,10,2,9,3.0,5.03
07h,denied,7.0,2,3,9,5.57,5.21
07h,denied,7.0,10,2,9,3.0,5.03
07h,approved,66.0,2,3,9,5.57,5.21
07h,approved,66.0,10,2,9,3.0,5.03
07h,denied,11.0,2,3,9,5.57,5.21
07h,denied,11.0,10,2,9,3.0,5.03
07h,reversed,1.0,2,3,9,5.57,5.21
07h,reversed,1.0,10,2,9,3.0,5.03
07h,approved,65.0,2,3,9,5.57,5.21
07h,approved,65.0,10,2,9,3.0,5.03
07h,denied,5.0,2,3,9,5.57,5.21
07h,denied,5.0,10,2,9,3.0,5.03
07h,reversed,2.0,2,3,9,5.57,5.21
07h,reversed,2.0,10,2,9,3.0,5.03
07h,approved,57.0,2,3,9,5.57,5.21
07h,approved,57.0,10,2,9,3.0,5.03
07h,denied,6.0,2,3,9,5.57,5.21
07h,denied,6.0,10,2,9,3.0,5.03
07h,denied,5.0,2,3,9,5.57,5.21
07h,denied,5.0,10,2,9,3.0,5.03
07h,refunded,1.0,2,3,9,5.57,5.21
07h,refunded,1.0,10,2,9,3.0,5.03
07h,approved,68.0,2,3,9,5.57,5.21
07h,approved,68.0,10,2,9,3.0,5.03
07h,approved,69.0,2,3,9,5.57,5.21
07h,approved,69.0,10,2,9,3.0,5.03
07h,denied,4.0,2,3,9,5.57,5.21
07h,denied,4.0,10,2,9,3.0,5.03
07h,denied,3.0,2,3,9,5.57,5.21
07h,denied,3.0,10,2,9,3.0,5.03
07h,approved,73.0,2,3,9,5.57,5.21
07h,approved,73.0,10,2,9,3.0,5.03
07h,denied,10.0,2,3,9,5.57,5.21
07h,denied,10.0,10,2,9,3.0,5.03
07h,approved,63.0,2,3,9,5.57,5.21
07h,approved,63.0,10,2,9,3.0,5.03
07h,backend_reversed,1.0,2,3,9,5.57,5.21
07h,backend_reversed,1.0,10,2,9,3.0,5.03
07h,approved,74.0,2,3,9,5.57,5.21
07h,approved,74.0,10,2,9,3.0,5.03
07h,denied,10.0,2,3,9,5.57,5.21
07h,denied,10.0,10,2,9,3.0,5.03
07h,reversed,1.0,2,3,9,5.57,5.21
